IMAGE_FILE	DESCRIPTION	AUTHOR	TITLE	TECHNIQUE	DATE	TYPE	SCHOOL	TIMEFRAME
24478-portrait.jpg	The painting is in a poor state of conservation, the colours have altered dramatically. However, the portrait has an extraordinary presence. The face, defined by its sharp contour, is modeled like sculpture. The three-dimensional effect of the mazzocchio (the turban) is emphasized by being cut at the right edge of the picture. The portrait can be compared with various portraits by Masaccio in the Brancacci Chapel in the church of Santa Maria del Carmine, Florence, especially the bystanders in the scene of St Peter preaching. This comparison points to a date about 1426-27, making this panel the earliest surviving independent portrait in fifteenth-century Florence	MASACCIO	Profile of a Man	Tempera on wood, 41 x 30 cm	1426-27	portrait	Italian	1401-1450
38264-maurice.jpg	St Maurice is a legendary warrior saint, the commander of the 'Theban Legion', Roman troops from Thebes in Egypt, who served at Agaunum in Gaul (St-Maurice en Valais) in the 3rd century. He is dressed in medieval armour. The story, whose authenticity is debated, relates that the soldiers, at the instigation of Maurice, refused to participate in certain pagan rites. They were punished by the Emperor Maximian Herculeus first by decimation and finally by the wholesale massacre of the legion. Maurice and his fellow officers were executed in A.D. 287.According to another interpretation, the warrior saint is identified as St Secundus	STROZZI, Bernardo	St Maurice and the Angel	Oil on canvas, 82 x 101 cm	c. 1640	religious	Italian	1601-1650
23922-tavern.jpg	In the 1620s in Roman circles, a definite change came about in the subject matter of musical paintings. The representation of figures playing musical instruments in 'cultivated' domestic interiors (the direct descendants of Caravaggio's Lute Player and Musicians) disappeared. Within the space of a very few years they were replaced by large numbers of representations of concerts in public places and 'popular' locations. One of the earlier examples of this new trend is Bartolomeo Manfredi's Tavern Scene with a Lute Player. One characteristic of the painting, besides the presence of the lute player in a non-musical context (he simply accompanies a scene in which people are eating and drinking), is the absence of a musical score, an attribute of 'cultivated' musical painting.	MANFREDI, Bartolomeo	Tavern Scene with a Lute Player	Oil on canvas, 130 x 190 cm	c. 1621	genre	Italian	1601-1650
16986-nuenen01.jpg	Catalogue numbers: F 34, JH 459.The the tower of the old ruined village church standing alone in the middle of the field appeared in the earliest works which van Gogh painted in Nuenen. He was greatly attracted to this sturdy ruin, which he could see from the house and which he painted and drew on many occasions	GOGH, Vincent van	The Old Tower of Nuenen with a Ploughman	Oil on canvas, 35 x 42 cm	February 1884, Nuenen	landscape	Dutch	1851-1900
21820-guitar.jpg	In this elegant genre scene, a young woman holding a guitar with her hand tries to play the instrument. The most striking element within the composition is the woman leaning out of the window. Her main role in this painting is to represent the five senses: touch, smell, taste, sight, and hearing. Hearing symbolized by the guitar, touch and sight by the butterfly, smell by the perfume of the plant, and taste by the oranges on top of the rock.	LEERMANS, Pieter	Young Woman with Guitar	Oil on panel, 36 x 26 cm	c. 1680	genre	Dutch	1651-1700
17967-06monte1.jpg	"After completing the cycle of St Francis, Benozzo painted the first bay in the monastery church's southern side aisle, known as the Chapel of St Jerome. The main wall shows a painted polyptych, the Madonna and Child surrounded by Saints. This creates the illusion that it continues in the fresco painted above it, as if it were a realistic addition in front of the wall. The curtain and the shadows of the pinnacles and triangular gables make a considerable contribution to creating this impression. Benozzo's artistic capabilities here reached the highest level of illusion. It addition, it is remarkable that the artist ""placed"" the Gothic work within a classical framework which he signed OPUS BENOZII DE FLORENZIA.Above the polyptych Christ on the Cross can be seen surrounded by four angels who are catching the blood dripping from his wounds. On either side below him, St Dominic and St Francis are kneeling on the left side, and St Romuald and St Sylvester on the right. The walls show St Jerome in the desert and the martyrdom of St Sebastian. In the vault the four evangelists appear with their attributes: St Matthew with the angel, St Mark with the lion, St Luke with the ox and St John with the eagle. On the arch separating the nave Christ delivering the blessing is portrayed. The left pilaster shows St Bernardine of Siena and the right one St Catherine of Alexandria"	GOZZOLI, Benozzo	Madonna and Child Surrounded by Saints	Fresco	1452	religious	Italian	1451-1500
33447-11oldtes.jpg	Catalogue number: Bredius 502.The story of the old Tobit and his son Tobias is represented several times in Rembrandt's paintings and drawings. The tenderness between father and son is remarkable in the scenes in which the young Tobias, following the instructions of the archangel Raphael, heals his father's blindness.About 20 cm was cut off from the right side of the painting. The original composition can be seen in a copy now in the Herzog Anton Ulrich-Museum, Braunschweig	REMBRANDT Harmenszoon van Rijn	Tobit is Healed by His Son	Oil on panel, 47 x 39 cm	1636	religious	Dutch	1601-1650
11660-celio.jpg	There was a famous competition between Domenichino and Guido Reni in the Oratorio di Sant'Andrea. There Domenichino depicted the martyrdom of St Andrew, Reni the apostle proceeding to the execution site. Domenichino's fresco earned Domenichino the praise of his master Annibale Carracci	DOMENICHINO	Flogging of St Andrew	Fresco	1607-08	religious	Italian	1601-1650
34720-plague.jpg	In 1631 the elderly Domenico Robusti, an exponent of late Mannerism (the style persisted longer in Venice than anywhere else, produced this altarpiece for the church of San Francesco della Vigna. It was a votive altarpiece for the epidemic of plague in 1630	ROBUSTI, Domenico	Madonna Interceding with Christ for the Cessation of the Plague	Oil on canvas	1631	religious	Italian	1551-1600
40286-lazarus.jpg	In 1617, Cardinal Scipione Borghese, the nephew of Pope Paul V, paid for two small paintings, The Raising of Lazarus and The Lamentation over the Dead Christ, both now in the Galleria Borghese. They represent Turchi's speciality at that moment: painting on slate	TURCHI, Alessandro	The Raising of Lazarus	Oil on slate, 36 x 27 cm	1617	religious	Italian	1601-1650
43163-caderous.jpg	This portrait shows the Duchess of Caderousse, posed simply in the costume of a countrywoman. It was painted by Élisabeth Vigée-Lebrun, the favourite portrait painter of Queen Marie-Antoinette	VIGÉE-LEBRUN, Élisabeth	The Duchess of Caderousse	Oil oncanvas, 105 x 76 cm	-	portrait	French	1751-1800
18377-1704grec.jpg	There are many versions of The Agony in the Garden painted by El Greco and his workshop, it was one of his most successful inventions. He painted the subject both as a horizontal and as a vertical composition. The version in the Budapest museum is a good example of the vertical type. There are other vertical versions in Andújar, in Cuenca and in Buenos Aires. The intervention of El Greco's workshop can be assumed in all these paintings.In his religious compositions and portraits El Greco frequently repeated themes from his major works, with slight alterations, to meet different commissions. He broke away from the Renaissance tradition and ceased to depict reality and nature. In order to convey mystic emotions and to imbue his work with passion he distorted and elongated the forms and used stridently blazing colours to express the transcendental. The Agony in the Garden is such mystic interpretation representative of El Greco's late years and mature style.The painting depicts the last night of Christ on the Mount of Olives. In the foreground the tired pupils are sleeping, their unnaturally rigid robes refer to the wax models which the aged master used. Above them Christ is kneeling while an angel appears. The scene is a grassy clearing which looks like to be a lighted stage. In the background the soldiers are gathering	GRECO, El	The Agony in the Garden	Oil on canvas, 170 x 112,5 cm	c. 1608	religious	Spanish	1551-1600
14954-tahiti01.jpg	Gauguin's Tahitian paintings celebrate the lushness and mysterious splendour of his new environment. At the same time they are seldom correct pictures of Tahitian life, from an anthropological standpoint, but rather feature recastings and recombinations of objects and persons taken out of their normal settings, as was the case with several of his paintings done in Brittany.The most important paintings executed during Gauguin's first stay in Tahiti are the Ia Orana Maria (Hail Mary) and The Spectre Watches over Her (Manao Tupapau). In Ia Orana Maria Gauguin places the Christian story into a setting where both the figures and the vegetation are Polynesian. A Tahitian woman, her young son, and two women standing nearby are shown in the obvious attitudes of the Virgin and Child with attendant saints or worshiping angels.Once again Gauguin has returned to the theme of the effect of profound religious faith on an apparently simple people, which had preoccupied him in some of his most important Breton works. The apparently effortless fusion of Christian iconography with Tahitian subject matter is in fact carefully contrived, with the poses of the background figures lifted from the relief carving on the Javanese temple of Borobudur, photographs of which Gauguin had taken with him to Tahiti	GAUGUIN, Paul	Ia Orana Maria (Hail Mary)	Oil on canvas, 114 x 88 cm	1891	religious	French	1851-1900
